Sender_Node,Sender_MAC,Receiver_Node,Receiver_MAC,Timestamp,RSSI,LQI,Diff_RSSI
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:24.770,-48,180,-1
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:24.870,-47,184,1
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:25.069,-46,188,1
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:25.170,-47,184,-1
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:25.270,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:25.370,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:25.471,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:25.572,-48,180,-1
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:25.670,-48,180,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:25.772,-48,180,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:25.873,-48,180,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:25.972,-48,180,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:26.072,-48,180,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:26.174,-48,180,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:26.272,-48,180,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:26.375,-48,180,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:26.474,-47,184,1
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:26.675,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:26.776,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:26.876,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:26.976,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:27.075,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:27.175,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:27.277,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:27.378,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:27.476,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:27.577,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:27.677,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:27.778,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:27.878,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:27.978,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:28.078,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:28.179,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:28.280,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:28.379,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:28.480,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:28.579,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:28.680,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:28.780,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:28.881,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:28.981,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:29.081,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:29.183,-46,188,1
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:29.284,-47,184,-1
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:29.382,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:29.482,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:29.583,-46,188,1
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:29.685,-46,188,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:29.785,-47,184,-1
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:29.884,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:29.985,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:30.084,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:30.185,-46,188,1
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:30.284,-47,184,-1
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:30.386,-46,188,1
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:30.485,-47,184,-1
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:30.586,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:30.688,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:30.786,-46,188,1
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:30.888,-46,188,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:30.987,-47,184,-1
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:31.089,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:31.189,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:31.289,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:31.388,-46,188,1
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:31.490,-46,188,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:31.588,-47,184,-1
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:31.690,-46,188,1
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:31.791,-47,184,-1
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:31.890,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:31.990,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:32.090,-47,184,0
Node_A,AE:F7:83:9A:A9:52:C5:CD,Node_B,66:3D:FF:91:0C:09:14:A5,2026-03-06 21:57:32.192,-47,184,0
