Node_ID,MAC_Address,Timestamp,RSSI,LQI,Diff_RSSI
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801725.864274,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801725.9649122,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801726.0667725,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801726.1654313,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801726.266701,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801726.3683698,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801726.4670763,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801726.5678542,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801726.6682856,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801726.8669858,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801726.9696379,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801727.0695286,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801727.16955,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801727.270278,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801727.370504,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801727.4711473,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801727.5692039,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801727.6705003,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801727.7700634,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801727.8707538,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801727.971694,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801728.073299,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801728.172175,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801728.2741992,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801728.3728259,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801728.4740648,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801728.5722637,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801728.6726723,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801728.7735775,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801728.8745756,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801728.9739377,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801729.0754797,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801729.1746123,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801729.2767417,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801729.3754761,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801729.4759884,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801729.5773158,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801729.6770184,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801729.778421,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801729.8780646,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801729.9766424,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801730.0786195,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801730.1782312,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801730.2778912,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801730.379145,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801730.4793298,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801730.5796185,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801730.6787608,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801730.7810233,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801730.8794775,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801730.9813979,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801731.0808825,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801731.1821246,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801731.2810962,-53,160,-1
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801731.3811305,-53,160,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801731.48282,-53,160,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801731.582914,-52,164,1
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801731.6831822,-53,160,-1
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801731.782239,-53,160,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801731.882938,-53,160,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801731.9825575,-52,164,1
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801732.0853455,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801732.1843307,-53,160,-1
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801732.2855368,-52,164,1
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801732.3863766,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801732.4859319,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801732.585013,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801732.6865132,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801732.7869244,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801732.8871589,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801732.9885993,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801733.0874243,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801733.186633,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801733.2878253,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801733.3873947,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801733.4896004,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801733.58885,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801733.6891584,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801733.79039,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801733.889073,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801733.9894116,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801734.090744,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801734.1908824,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801734.2904441,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801734.390025,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801734.4917617,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801734.5928116,-52,164,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801734.6928415,-53,160,-1
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801734.7910314,-53,160,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801734.8929706,-53,160,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801734.993412,-53,160,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801735.0936255,-53,160,0
Node_C5CD,AE:F7:83:9A:A9:52:C5:CD,1772801735.1950662,-53,160,0
